overall_rating,difficulty,prior_interest,chili_pepper,gender,years_since_phd
1.86440677966102,3.72881355932203,2.34042553191489,cold,Male,50
4.74074074074074,2.40740740740741,3.63157894736842,cold,Male,10
4.19444444444444,3.83333333333333,4.30434782608696,cold,Male,24
2.73809523809524,3.85714285714286,3.7,cold,Male,25
3.13492063492063,3.19047619047619,2.53061224489796,cold,Male,41
1.27272727272727,2.36363636363636,2.83333333333333,cold,Male,42
2.57291666666667,3.58333333333333,2.72916666666667,cold,Male,54
3.23913043478261,3.78260869565217,3.25,cold,Male,20
3,1.8695652173913,2.8695652173913,cold,Male,35
3.62857142857143,3.17142857142857,2.81818181818182,cold,Male,13
4.36046511627907,3.02325581395349,3.81818181818182,cold,Male,33
1.4047619047619,4.66666666666667,2.375,cold,Female,16
4.7,3.35,4.27272727272727,hot,Male,6
3.83928571428571,3.07142857142857,3.36842105263158,cold,Male,16
4.421875,2.21875,3.45454545454545,cold,Male,19
3.86842105263158,2.07894736842105,4.31578947368421,cold,Female,18
4.39705882352941,2.61764705882353,2.88888888888889,hot,Male,11
1.98076923076923,3.97692307692308,2.54285714285714,cold,Male,32
2.86567164179104,3.80597014925373,3.5,cold,Male,11
2.92857142857143,3.96428571428571,3.3125,cold,Male,11
4.18032786885246,3.27868852459016,3.07894736842105,cold,Male,16
3.75,3.35,3.86666666666667,hot,Male,8
2.81034482758621,3.62068965517241,3.85714285714286,hot,Male,25
1.94,3.64,2.66666666666667,cold,Male,41
3.85398230088496,3.85840707964602,3.31325301204819,cold,Male,32
2.9,3.35,3.36363636363636,cold,Male,30
2.18,4.16,2.625,hot,Male,13
3.16216216216216,2.68918918918919,3.3,cold,Male,30
3.15,3.2,2.84615384615385,cold,Male,25
2.54545454545455,3.63636363636364,3,cold,Female,6
3.07142857142857,3.9047619047619,2.78571428571429,cold,Male,32
2.16949152542373,4.49152542372881,3.8,cold,Female,21
4.23333333333333,3.33333333333333,3.84,cold,Male,32
3.4,2.6,2.85714285714286,cold,Male,50
3.21739130434783,3.47826086956522,2.92857142857143,cold,Male,30
4.625,2.85,4.31818181818182,hot,Male,32
1.68,4.28,2.15789473684211,cold,Male,32
4.51470588235294,2.67647058823529,3.95833333333333,cold,Female,23
3.01136363636364,3.59090909090909,3.32,cold,Male,25
4.16071428571429,3.25,3.64285714285714,cold,Male,9
3.03571428571429,4.07142857142857,3.19047619047619,cold,Male,11
4.67647058823529,2.32352941176471,4,cold,Female,42
2.07407407407407,4.18518518518519,2.57894736842105,cold,Male,19
3.69642857142857,2.39285714285714,3.23076923076923,cold,Male,31
3.08571428571429,3.12857142857143,3.125,cold,Male,46
3.75324675324675,2.67532467532468,2.97115384615385,cold,Male,34
3.575,2.2,3.29411764705882,cold,Male,13
3.41304347826087,3.26086956521739,3.45454545454545,cold,Male,9
2.28378378378378,4.59459459459459,3.83333333333333,cold,Male,28
3.55,3.23333333333333,4,cold,Male,18
4.5,2.125,3.42105263157895,cold,Male,31
2.70238095238095,3.23809523809524,3.23076923076923,cold,Male,17
4.62264150943396,4.11320754716981,3.56756756756757,hot,Male,15
4.01388888888889,4.25,3.21739130434783,cold,Male,31
4.04411764705882,3.85294117647059,3.78947368421053,cold,Female,13
3.95238095238095,3.47619047619048,3.61538461538462,cold,Male,22
3.91666666666667,3.11111111111111,3.18840579710145,cold,Male,51
2.8921568627451,3.41176470588235,3.15151515151515,cold,Male,32
3.04878048780488,2.39024390243902,3.5,cold,Male,57
3.44,3.52,3.17647058823529,cold,Male,38
3.95238095238095,2.66666666666667,3,cold,Male,26
4.81818181818182,3.27272727272727,3.0952380952381,hot,Male,28
4.53508771929825,2.73684210526316,3.67567567567568,cold,Male,26
3.35555555555556,4,3.23076923076923,cold,Male,22
2.9,4.4,3.69230769230769,cold,Male,31
3.26315789473684,4.13157894736842,3,hot,Male,27
4.04545454545455,2.77272727272727,3.21428571428571,hot,Male,7
3,3.73913043478261,2.8,cold,Male,6
2.74576271186441,4.45762711864407,3.22222222222222,cold,Male,43
4.45714285714286,3.28571428571429,4.08333333333333,cold,Female,45
4.93181818181818,2.54545454545455,3.35294117647059,hot,Female,18
3.95833333333333,3.75,3,cold,Female,27
2.75,3.05,3.23076923076923,cold,Male,28
3.66666666666667,3.78231292517007,3.51428571428571,cold,Male,30
2.11538461538462,3.76923076923077,2.41666666666667,cold,Male,37
4.25862068965517,3.41379310344828,3.57142857142857,cold,Male,24
3.40625,3.78125,3.6,hot,Male,11
4.02083333333333,3.25,3.76923076923077,cold,Male,27
3.54878048780488,2.4390243902439,2.58333333333333,cold,Male,46
3.07142857142857,2.92857142857143,2.66666666666667,cold,Male,16
3.25,3.53571428571429,2.84,cold,Male,10
3.025,3.65,3.77777777777778,cold,Male,14
2.59821428571429,3.69642857142857,2.72727272727273,cold,Male,48
3.41304347826087,3.52173913043478,3.07142857142857,cold,Female,40
3.91304347826087,3.78260869565217,3.66666666666667,cold,Male,16
2.28260869565217,2.47826086956522,2.75,cold,Male,35
2.78947368421053,3.28070175438596,2.66666666666667,cold,Male,35
1.78260869565217,4.34782608695652,2.73913043478261,cold,Male,12
1.75,3.09090909090909,3.05555555555556,cold,Male,29
4.08208955223881,3.83582089552239,3.73913043478261,cold,Male,39
3.61666666666667,3.36666666666667,3.4,cold,Male,21
2.9,3.36,2.15789473684211,cold,Male,44
2.80952380952381,3.19047619047619,2.95238095238095,cold,Male,36
4.34782608695652,3.47826086956522,3.27272727272727,cold,Male,34
2.54166666666667,4.91666666666667,3.10526315789474,cold,Male,30
4.59322033898305,3.94915254237288,3.91304347826087,cold,Male,8
1.92857142857143,4,2.77272727272727,cold,Male,30
4.32142857142857,2.82142857142857,3.41666666666667,hot,Male,6
3.39130434782609,3.1304347826087,3.04347826086957,cold,Male,23
2.71739130434783,3.30434782608696,3,cold,Male,26
4.6140350877193,2.94736842105263,3.3125,cold,Male,21
2.41666666666667,4.26190476190476,2.84615384615385,cold,Male,14
4.7375,3,3.72,hot,Male,6
3.75,2.77272727272727,3.23076923076923,cold,Male,29
2.85714285714286,4.23809523809524,2.71428571428571,cold,Male,15
4.59677419354839,2.38709677419355,3.92857142857143,cold,Female,7
2.825,3.7,4.07692307692308,cold,Male,17
3.96153846153846,3.28205128205128,3.34782608695652,cold,Male,25
4.23214285714286,4.17857142857143,3.45454545454545,hot,Male,5
2.48076923076923,3.92307692307692,2.4375,cold,Male,30
4.7258064516129,3.74193548387097,3.61538461538462,cold,Male,36
4.325,3.35,3.53846153846154,hot,Male,18
3.76190476190476,3.19047619047619,3.66666666666667,cold,Male,26
2.20833333333333,3.54166666666667,2.57142857142857,cold,Male,32
3.38888888888889,3.33333333333333,2.78947368421053,cold,Male,35
2.4047619047619,3.76190476190476,2,cold,Female,8
1.79166666666667,3.5,3.125,cold,Male,42
3.22340425531915,3.17021276595745,3.31034482758621,cold,Male,33
3.58333333333333,3.29166666666667,3.64705882352941,cold,Male,31
2.04411764705882,3.91176470588235,3.15384615384615,cold,Male,8
2.93478260869565,3.43478260869565,3.1304347826087,cold,Male,12
1.96153846153846,3.92307692307692,2.91666666666667,cold,Male,39
2.01612903225806,3.93548387096774,3.26923076923077,cold,Male,37
2.15,4.75,2.54545454545455,cold,Male,30
4.10416666666667,3.54166666666667,3.04166666666667,cold,Male,24
2.66379310344828,4.31034482758621,2.93617021276596,cold,Male,10
4,3.09090909090909,3.05555555555556,cold,Male,25
3.8735632183908,1.95402298850575,2.74712643678161,cold,Male,37
3.83333333333333,1.66666666666667,4.10526315789474,cold,Male,35
4.16129032258065,2.45161290322581,3.11111111111111,cold,Male,13
1.875,3.66666666666667,3.3,cold,Male,22
4.35,3.55,3.58333333333333,hot,Male,13
4.83333333333333,2.04166666666667,3.83333333333333,cold,Female,22
3.01388888888889,3.38888888888889,2.75,cold,Male,33
4.48936170212766,2.91489361702128,3.58333333333333,cold,Male,37
2.01851851851852,4.14814814814815,3.2,cold,Female,14
1.57317073170732,4.02439024390244,2.12121212121212,cold,Male,35
1.56818181818182,4.40909090909091,2.94444444444444,cold,Male,32
3.93055555555556,3.08333333333333,2.78260869565217,cold,Female,7
3.83333333333333,3.375,3.4,cold,Male,23
2.8,3.8,2.84210526315789,cold,Male,12
3.30434782608696,2.69565217391304,2.55555555555556,cold,Male,16
3,4.38888888888889,2.91666666666667,cold,Male,49
4.48148148148148,2.96296296296296,3.44444444444444,cold,Male,36
4.09615384615385,2.57692307692308,3.69230769230769,cold,Male,35
4.13333333333333,2.9,3.66666666666667,cold,Male,45
2.575,3.15,3.05882352941176,cold,Male,25
1.96551724137931,3.75862068965517,2.66666666666667,cold,Male,18
2.06896551724138,4.75862068965517,3,cold,Female,26
4.29545454545455,3.63636363636364,3.72727272727273,hot,Male,14
2.3125,3.45833333333333,2.69565217391304,cold,Male,36
2.828125,4.375,3.03125,cold,Male,38
3.36,4.08,3.71428571428571,hot,Male,8
4.43421052631579,2.57894736842105,3.11764705882353,cold,Male,39
3.24576271186441,3.13559322033898,3.94285714285714,cold,Male,43
4.30434782608696,3.39130434782609,4.16666666666667,hot,Male,13
3.81944444444444,3.86111111111111,2.84615384615385,hot,Male,24
4.61363636363636,2.77272727272727,3.6,cold,Male,31
3.13333333333333,3.93333333333333,3.22222222222222,cold,Male,36
2.18333333333333,4.43333333333333,2.65,cold,Male,28
2.53260869565217,3.89130434782609,3.68,hot,Male,8
1.55,3.4,3,cold,Male,45
3.63333333333333,3.66666666666667,3.3,cold,Male,12
4.61057692307692,2.44230769230769,3.76470588235294,cold,Male,20
4.96518987341772,1.77848101265823,4.05970149253731,hot,Male,8
2.53191489361702,4.17021276595745,2.86111111111111,cold,Male,37
2.64285714285714,3.85714285714286,2.66666666666667,cold,Male,18
3.04,3.56,3.18181818181818,cold,Male,19
3.04347826086957,4.04347826086957,3,cold,Male,23
4.55714285714286,2.24285714285714,3.17647058823529,hot,Female,29
3.625,3,4,hot,Male,25
2.38461538461538,3.73076923076923,3,cold,Male,10
3.42857142857143,3.80952380952381,3.63636363636364,cold,Male,33
1.54,4.76,2.63636363636364,cold,Male,7
2.92,3.44,2.8,cold,Male,36
2.7037037037037,4.51851851851852,3.03333333333333,cold,Male,38
4.375,3.53125,2.88888888888889,cold,Male,22
3.43137254901961,2.76470588235294,3.86111111111111,cold,Male,43
3.02380952380952,4.52380952380952,3.07142857142857,hot,Female,18
3.73076923076923,3.38461538461538,3.29411764705882,hot,Male,27
4.45454545454545,4.72727272727273,4.35714285714286,cold,Female,13
2.29166666666667,3.52083333333333,2.3,cold,Male,36
1.68478260869565,4,2.95,cold,Male,30
4.475,3.1,3.69230769230769,cold,Male,11
4.72727272727273,1.96969696969697,3.25,cold,Male,33
4,3.38461538461538,4,cold,Male,28
3.34782608695652,3.8695652173913,2.77777777777778,cold,Female,29
1.88,3.76,2.94736842105263,cold,Female,19
3,3.42857142857143,2.2,cold,Male,13
3.2258064516129,2.96774193548387,3.22222222222222,cold,Male,32
3.265625,4.21875,3.80952380952381,cold,Male,40
4.575,3.35,4,cold,Male,13
3.65384615384615,3.11538461538462,3.30434782608696,cold,Male,15
4.359375,2.375,3.6,hot,Female,12
4.67241379310345,3.58620689655172,4,cold,Male,18
1.29545454545455,4.63636363636364,3.45,cold,Female,42
2.97916666666667,4,3.46153846153846,cold,Male,20
4.48148148148148,2.62962962962963,3.13636363636364,cold,Male,13
2.28571428571429,4.38095238095238,2.63157894736842,cold,Male,26
2.39189189189189,4.10810810810811,3.04761904761905,cold,Male,20
4.25925925925926,2.81481481481481,3.74074074074074,cold,Female,15
3.01785714285714,3.07142857142857,3,cold,Male,49
4.70588235294118,2.38235294117647,3.73333333333333,cold,Male,38
4.23333333333333,2.43333333333333,3.5,cold,Male,40
3.57352941176471,3.52941176470588,2.85185185185185,cold,Male,14
2.5952380952381,3.47619047619048,3.55,cold,Male,34
3.82051282051282,3.61538461538462,3.5,cold,Female,15
3.79166666666667,3.16666666666667,3.75,cold,Male,27
2.94444444444444,2.85185185185185,3,cold,Male,15
2,3.69565217391304,2.33333333333333,cold,Male,42
4.28409090909091,3.25,2.43333333333333,cold,Male,42
3.52272727272727,3.36363636363636,4,cold,Female,11
3.43478260869565,2.73913043478261,3.75,hot,Male,15
4.42682926829268,3.4390243902439,4.3,cold,Male,7
4.45945945945946,2.97297297297297,3.55555555555556,cold,Male,27
3.28571428571429,3.0952380952381,3.1875,cold,Male,37
3,4,3.26470588235294,cold,Male,37
3.39130434782609,2.69565217391304,3.31818181818182,cold,Male,16
4.84848484848485,3.15151515151515,4.42857142857143,hot,Female,6
3.51785714285714,3.96428571428571,2.95652173913043,hot,Female,7
3.23684210526316,3.28947368421053,3.25,cold,Male,35
3.52173913043478,3.78260869565217,3.43478260869565,cold,Male,16
2.30952380952381,3.76190476190476,2.27777777777778,cold,Male,8
3.1,3.975,2.82758620689655,cold,Male,27
2.5609756097561,4,3,cold,Male,23
2.20833333333333,3.04166666666667,2.5,cold,Male,29
2.525,3.95,2.53846153846154,cold,Male,32
3.87837837837838,3.40540540540541,3.06666666666667,cold,Male,13
2.9811320754717,3.88679245283019,3.17647058823529,cold,Male,19
4.40909090909091,2.52272727272727,4,cold,Male,18
2.875,3.375,3.1,cold,Male,9
2.125,4.2,2.35,cold,Male,21
3.06,3.92,3.78947368421053,cold,Male,36
1.75,4.75,3.05263157894737,cold,Male,22
3.66666666666667,2.80952380952381,3.125,cold,Male,15
2.83333333333333,4.04166666666667,3.73684210526316,cold,Male,38
3.95,3.7,3.66666666666667,cold,Male,16
4.65555555555556,2.66666666666667,3.28571428571429,cold,Male,23
2.14473684210526,4.05263157894737,3.83870967741935,cold,Male,24
3.51612903225806,3.90322580645161,3.80645161290323,cold,Male,15
4.51785714285714,3.14285714285714,4.46153846153846,cold,Male,38
2.92727272727273,3.76363636363636,3,cold,Female,39
4.28260869565217,3.39130434782609,3.35,cold,Male,26
3.98387096774194,4.29032258064516,3.875,cold,Male,23
4.37096774193548,3.25806451612903,4.17647058823529,cold,Male,15
1.88571428571429,4.57142857142857,3.03703703703704,cold,Male,22
3.10227272727273,3.65909090909091,2.71875,cold,Male,41
3.10606060606061,3.09090909090909,2.7037037037037,cold,Male,32
1.22,4.64,3.08,cold,Male,26
2.28571428571429,3.97619047619048,2.875,cold,Female,11
2.59322033898305,4.30508474576271,2.93220338983051,cold,Male,14
4.425,3.05,3.8,hot,Male,5
1.5,4.2,2.78571428571429,cold,Male,35
3.5,2.55882352941176,3.08695652173913,cold,Male,26
2.94871794871795,4.05128205128205,2.81818181818182,cold,Male,34
2.17391304347826,4,2.91304347826087,cold,Female,25
2.30487804878049,2.34146341463415,2.77777777777778,cold,Male,16
2.36363636363636,3.90909090909091,2.2,cold,Male,17
3.97297297297297,3.24324324324324,3.45161290322581,cold,Male,23
2.62352941176471,3.91764705882353,2.43636363636364,cold,Male,3
4.05,3.4,3.5,hot,Male,27
4.57462686567164,3.50746268656716,3,hot,Female,45
1.86842105263158,4.34210526315789,2.83783783783784,cold,Female,15
4.1,2.84,3,cold,Male,32
2.85,4,3.1,cold,Male,26
2.68674698795181,3.7710843373494,3.08771929824561,cold,Male,35
4.4,3.36666666666667,3.65,cold,Male,23
2.61904761904762,3.61904761904762,3.53333333333333,cold,Male,7
2.89655172413793,3.5948275862069,2.88888888888889,cold,Male,32
3.725,4.2,3.2,cold,Male,27
3.66666666666667,3.22222222222222,3.44444444444444,cold,Female,13
2.27777777777778,3.5,2.93478260869565,cold,Male,12
3.31707317073171,3.21951219512195,3.08,cold,Female,21
1.76,4.52,3.08333333333333,cold,Female,9
3.7962962962963,2.74074074074074,3.85714285714286,hot,Male,36
2.7,2.86666666666667,3.64705882352941,cold,Male,32
3.52173913043478,3.26086956521739,3.53846153846154,hot,Female,8
3.83333333333333,2.25641025641026,3.41666666666667,cold,Male,16
2.6436170212766,4.28723404255319,3.125,cold,Male,33
2.98387096774194,3.64516129032258,4.25,cold,Male,12
4.28378378378378,4.08108108108108,3.85185185185185,cold,Male,46
2.5,3.75,2.4,cold,Female,13
4.31428571428571,3.11428571428571,3,cold,Male,37
3.08333333333333,3.375,3.2,cold,Male,35
1.91666666666667,4.33333333333333,2.08333333333333,cold,Male,51
3.5,3.23076923076923,2.85714285714286,cold,Male,34
3.14285714285714,3.80952380952381,3.125,cold,Female,19
4.72916666666667,2.20833333333333,4.27777777777778,cold,Male,35
4.20786516853933,3.0561797752809,3.17543859649123,cold,Male,27
4.76190476190476,3.10714285714286,3.88059701492537,hot,Male,6
2.375,3.25,2.25,cold,Male,50
3.75862068965517,3.89655172413793,3.48148148148148,cold,Male,31
3.27272727272727,3.18181818181818,2.76470588235294,cold,Male,45
1.74074074074074,3.85185185185185,2.85,cold,Male,47
3.81481481481481,3.44444444444444,3.21739130434783,cold,Male,44
1.97916666666667,4.45833333333333,2.63636363636364,cold,Female,32
3.01162790697674,3.95348837209302,3.33333333333333,cold,Male,33
2.24468085106383,3.72340425531915,2.76190476190476,cold,Male,34
2.06,4.28,2.33333333333333,cold,Male,1
4.46551724137931,1.41379310344828,2.88235294117647,cold,Female,40
